slope01,slope12,slope23,slope34,slope45,slope56,slope67
13.19,-13.19,-68.13,-15.38,0.0,-10.99,10.99
26.37,0.0,-96.7,-8.79,15.38,-13.19,0.0
32.97,-6.59,-103.3,0.0,13.19,-15.38,17.58
32.97,0.0,-112.09,0.0,8.79,-15.38,19.78
28.57,-6.59,-112.09,17.58,0.0,-24.18,17.58
32.97,-15.38,-112.09,21.98,6.59,-28.57,13.19
24.18,-13.19,-105.49,13.19,6.59,-28.57,10.99
24.18,-13.19,-105.49,17.58,0.0,-13.19,0.0
24.18,-13.19,-105.49,17.58,0.0,-10.99,0.0
0.0,-13.19,-101.1,13.19,0.0,-10.99,0.0
-26.37,-13.19,-87.91,0.0,15.38,-13.19,0.0
-21.98,-28.57,-70.33,-17.58,15.38,-13.19,0.0
-26.37,-28.57,-70.33,-17.58,15.38,-13.19,6.59
-24.18,-32.97,-70.33,-13.19,10.99,-10.99,0.0
-21.98,-41.76,-70.33,-8.79,6.59,-6.59,10.99
-19.78,-48.35,-65.93,-8.79,0.0,0.0,8.79
-24.18,-48.35,-65.93,0.0,10.99,-10.99,8.79
-24.18,-48.35,-65.93,0.0,6.59,-6.59,0.0
-24.18,-48.35,-61.54,0.0,0.0,0.0,0.0
-19.78,-52.75,-57.14,0.0,0.0,0.0,0.0
-19.78,-57.14,-52.75,0.0,0.0,10.99,0.0
-21.98,-57.14,-48.35,0.0,0.0,6.59,0.0
-21.98,-57.14,-35.16,0.0,-10.99,10.99,0.0
-13.19,-74.73,-35.16,6.59,-10.99,6.59,0.0
-13.19,-48.35,-52.75,0.0,-6.59,0.0,0.0
-13.19,-48.35,-52.75,0.0,0.0,0.0,0.0
-13.19,-48.35,-52.75,0.0,0.0,0.0,0.0
-13.19,-48.35,-48.35,0.0,0.0,0.0,0.0
-13.19,-48.35,-43.96,0.0,0.0,0.0,0.0
-13.19,-48.35,-39.56,0.0,0.0,0.0,0.0
13.19,-48.35,-61.54,0.0,0.0,0.0,0.0
13.19,-10.99,-94.51,0.0,21.98,-21.98,10.99
13.19,-10.99,-68.13,-13.19,8.79,-17.58,10.99
24.18,-21.98,-68.13,-6.59,0.0,0.0,0.0
35.16,-32.97,-68.13,-6.59,0.0,-6.59,0.0
39.56,-37.36,-68.13,-6.59,0.0,-6.59,10.99
43.96,-41.76,-68.13,0.0,10.99,-10.99,6.59
48.35,-46.15,-68.13,10.99,0.0,0.0,-8.79
48.35,-46.15,-54.95,0.0,0.0,0.0,0.0
57.14,-54.95,-54.95,0.0,0.0,0.0,0.0
63.74,-61.54,-46.15,0.0,-10.99,0.0,10.99
68.13,-65.93,-41.76,0.0,0.0,0.0,0.0
72.53,-68.13,-39.56,-6.59,8.79,0.0,0.0
74.73,-65.93,-43.96,0.0,8.79,0.0,0.0
79.12,-59.34,-54.95,0.0,0.0,0.0,0.0
83.52,-57.14,-46.15,-10.99,0.0,0.0,0.0
87.91,-61.54,-46.15,-6.59,0.0,0.0,0.0
87.91,-61.54,-46.15,0.0,0.0,0.0,0.0
92.31,-59.34,-54.95,0.0,0.0,0.0,0.0
72.53,-61.54,-43.96,-10.99,0.0,8.79,0.0
76.92,-65.93,-43.96,-6.59,0.0,0.0,0.0
81.32,-68.13,-46.15,0.0,0.0,10.99,-8.79
85.71,-61.54,-54.95,0.0,0.0,10.99,0.0
87.91,-65.93,-50.55,0.0,0.0,6.59,0.0
87.91,-65.93,-46.15,0.0,0.0,0.0,0.0
72.53,-65.93,-41.76,0.0,0.0,0.0,0.0
79.12,-76.92,-28.57,0.0,-8.79,0.0,10.99
79.12,-76.92,-28.57,0.0,0.0,0.0,6.59
79.12,-76.92,-28.57,0.0,0.0,0.0,0.0
79.12,-76.92,-24.18,0.0,0.0,0.0,0.0
74.73,-76.92,-19.78,0.0,0.0,0.0,0.0
74.73,-76.92,-15.38,0.0,0.0,0.0,0.0
74.73,-76.92,-10.99,0.0,0.0,0.0,0.0
74.73,-76.92,-6.59,0.0,0.0,0.0,0.0
74.73,-76.92,0.0,0.0,0.0,10.99,-10.99
50.55,-74.73,0.0,0.0,0.0,6.59,-6.59
50.55,-70.33,0.0,0.0,0.0,0.0,0.0
50.55,-65.93,0.0,0.0,0.0,0.0,0.0
50.55,-61.54,0.0,0.0,0.0,0.0,0.0
50.55,-57.14,0.0,0.0,0.0,0.0,0.0
50.55,-52.75,0.0,0.0,0.0,0.0,0.0
48.35,-48.35,0.0,0.0,0.0,10.99,-10.99
43.96,-43.96,0.0,0.0,0.0,6.59,-6.59
39.56,-39.56,0.0,0.0,0.0,0.0,0.0
35.16,-35.16,0.0,8.79,-8.79,0.0,0.0
30.77,-30.77,0.0,0.0,0.0,0.0,0.0
26.37,-26.37,0.0,0.0,0.0,0.0,0.0
21.98,-21.98,0.0,0.0,0.0,0.0,0.0
17.58,-17.58,0.0,0.0,0.0,0.0,0.0
13.19,-13.19,0.0,0.0,0.0,0.0,0.0
