slope01,slope12,slope23,slope34,slope45,slope56,slope67
10.99,-15.38,-59.34,-10.99,0.0,-10.99,8.79
17.58,-21.98,-59.34,-10.99,0.0,-10.99,8.79
17.58,-21.98,-59.34,-10.99,19.78,-24.18,10.99
17.58,-21.98,-59.34,-10.99,19.78,-19.78,8.79
26.37,-30.77,-57.14,0.0,6.59,-15.38,8.79
24.18,-39.56,-50.55,0.0,0.0,-10.99,10.99
24.18,-19.78,-65.93,-6.59,0.0,-6.59,8.79
24.18,0.0,-79.12,0.0,-8.79,19.78,-10.99
24.18,0.0,-79.12,0.0,-6.59,17.58,-6.59
24.18,0.0,-72.53,-6.59,0.0,13.19,-6.59
19.78,0.0,-52.75,-24.18,0.0,10.99,0.0
13.19,0.0,-41.76,-26.37,-8.79,6.59,0.0
15.38,0.0,-46.15,-8.79,-21.98,0.0,8.79
15.38,6.59,-48.35,-10.99,-17.58,8.79,0.0
17.58,0.0,-48.35,-10.99,-13.19,0.0,6.59
13.19,0.0,-46.15,-13.19,-8.79,0.0,10.99
17.58,0.0,-41.76,-19.78,0.0,-8.79,6.59
30.77,0.0,-52.75,-19.78,0.0,0.0,0.0
26.37,0.0,-61.54,-19.78,0.0,0.0,0.0
37.36,-17.58,-68.13,-15.38,10.99,-10.99,0.0
19.78,-15.38,-70.33,-10.99,8.79,-8.79,10.99
26.37,-6.59,-94.51,0.0,0.0,-10.99,10.99
43.96,-17.58,-101.1,0.0,15.38,-21.98,10.99
46.15,-10.99,-101.1,-6.59,15.38,-17.58,21.98
39.56,-10.99,-101.1,0.0,0.0,-13.19,17.58
39.56,-10.99,-101.1,0.0,6.59,-10.99,13.19
39.56,-10.99,-96.7,0.0,10.99,-10.99,10.99
35.16,-10.99,-92.31,0.0,6.59,-6.59,6.59
24.18,-10.99,-87.91,8.79,-6.59,0.0,0.0
24.18,-10.99,-83.52,0.0,0.0,0.0,0.0
24.18,-10.99,-70.33,-8.79,0.0,0.0,0.0
24.18,-10.99,-52.75,-21.98,0.0,0.0,0.0
24.18,-10.99,-52.75,-17.58,0.0,0.0,0.0
24.18,-10.99,-52.75,0.0,-8.79,0.0,8.79
15.38,-10.99,-24.18,-28.57,0.0,-10.99,10.99
6.59,-10.99,-6.59,-46.15,6.59,0.0,0.0
19.78,-21.98,-8.79,-46.15,10.99,0.0,0.0
10.99,-19.78,-13.19,-19.78,-10.99,-8.79,8.79
10.99,-19.78,-13.19,-24.18,-10.99,-6.59,8.79
8.79,-19.78,0.0,-35.16,8.79,-21.98,0.0
17.58,-19.78,-10.99,-32.97,10.99,-21.98,10.99
28.57,-26.37,-15.38,-32.97,10.99,-17.58,6.59
35.16,-32.97,-15.38,-32.97,10.99,0.0,-6.59
32.97,-32.97,-6.59,-43.96,8.79,0.0,0.0
24.18,-24.18,-15.38,-30.77,0.0,0.0,0.0
8.79,-26.37,-15.38,-30.77,0.0,0.0,0.0
17.58,-35.16,-10.99,-35.16,0.0,6.59,-8.79
21.98,-39.56,0.0,-41.76,0.0,0.0,0.0
26.37,-30.77,-8.79,-41.76,10.99,-10.99,8.79
26.37,-30.77,-8.79,-37.36,6.59,-6.59,8.79
26.37,-32.97,-8.79,-32.97,0.0,0.0,0.0
26.37,-28.57,-13.19,-28.57,0.0,0.0,0.0
26.37,-21.98,-19.78,-24.18,8.79,0.0,0.0
19.78,-21.98,-17.58,-21.98,10.99,-6.59,6.59
26.37,-26.37,-24.18,-17.58,8.79,-8.79,6.59
37.36,-37.36,0.0,-35.16,0.0,0.0,10.99
15.38,-32.97,0.0,-35.16,0.0,8.79,0.0
8.79,-30.77,13.19,-37.36,-10.99,0.0,6.59
13.19,-37.36,13.19,-37.36,0.0,-10.99,6.59
26.37,-39.56,0.0,-37.36,8.79,-10.99,10.99
24.18,-24.18,-15.38,-35.16,6.59,-6.59,10.99
19.78,-28.57,-15.38,-30.77,0.0,0.0,8.79
24.18,-26.37,-13.19,-35.16,0.0,10.99,-6.59
30.77,-32.97,-8.79,-26.37,-8.79,10.99,-10.99
37.36,-39.56,-6.59,-24.18,-10.99,10.99,0.0
37.36,-39.56,-6.59,-24.18,-6.59,6.59,0.0
24.18,-37.36,-8.79,-17.58,13.19,-19.78,0.0
19.78,-32.97,-13.19,-17.58,13.19,-17.58,0.0
24.18,-32.97,-6.59,-28.57,13.19,-13.19,10.99
28.57,-37.36,-6.59,-24.18,8.79,-8.79,6.59
15.38,-37.36,-6.59,-19.78,0.0,0.0,0.0
15.38,-37.36,-6.59,-15.38,0.0,0.0,0.0
15.38,-37.36,-6.59,-10.99,8.79,-8.79,8.79
15.38,-37.36,-6.59,-6.59,0.0,0.0,0.0
15.38,-37.36,-6.59,0.0,0.0,0.0,0.0
15.38,-37.36,0.0,0.0,0.0,0.0,0.0
15.38,-37.36,0.0,0.0,0.0,0.0,0.0
15.38,-32.97,0.0,0.0,0.0,0.0,0.0
15.38,-28.57,0.0,0.0,0.0,0.0,0.0
15.38,-24.18,0.0,0.0,0.0,0.0,0.0
15.38,-19.78,0.0,0.0,0.0,0.0,0.0
6.59,-15.38,0.0,0.0,0.0,0.0,8.79
6.59,-10.99,0.0,0.0,0.0,0.0,0.0
6.59,-6.59,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-8.79,0.0,0.0,0.0,0.0
13.19,-17.58,0.0,0.0,0.0,0.0,0.0
13.19,-17.58,0.0,0.0,0.0,0.0,0.0
13.19,-13.19,0.0,0.0,0.0,0.0,0.0
8.79,-8.79,0.0,0.0,0.0,0.0,0.0
8.79,-8.79,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.79
-8.79,0.0,8.79,-8.79,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-28.57,-41.76,0.0,0.0,0.0,0.0,0.0
-28.57,-8.79,-19.78,-8.79,0.0,0.0,0.0
-26.37,-13.19,-19.78,-8.79,8.79,-8.79,0.0
-26.37,-19.78,0.0,-24.18,0.0,0.0,0.0
-32.97,-19.78,0.0,-24.18,8.79,-8.79,0.0
-21.98,-19.78,0.0,-35.16,0.0,0.0,8.79
-26.37,-15.38,0.0,-30.77,0.0,0.0,10.99
-35.16,-15.38,0.0,-15.38,-10.99,0.0,6.59
-32.97,-8.79,-6.59,-21.98,-6.59,0.0,0.0
-24.18,-17.58,0.0,-26.37,0.0,0.0,8.79
-21.98,-26.37,0.0,-28.57,21.98,-21.98,0.0
-8.79,-32.97,-10.99,-15.38,8.79,-17.58,0.0
0.0,-37.36,0.0,-30.77,8.79,-13.19,10.99
0.0,-15.38,-24.18,-19.78,0.0,-8.79,6.59
-15.38,-13.19,-28.57,-19.78,0.0,0.0,10.99
-15.38,0.0,-39.56,-19.78,0.0,0.0,10.99
-17.58,0.0,-39.56,-17.58,0.0,0.0,10.99
-15.38,-6.59,-48.35,0.0,-10.99,0.0,6.59
