slope01,slope12,slope23,slope34,slope45,slope56,slope67
85.71,-19.78,-79.12,19.78,-6.59,-41.76,19.78
85.71,-24.18,-79.12,19.78,-6.59,-37.36,35.16
74.73,-30.77,-79.12,28.57,0.0,-37.36,19.78
76.92,-26.37,-63.74,30.77,-24.18,-37.36,19.78
68.13,-21.98,-63.74,26.37,-24.18,-37.36,19.78
63.74,-21.98,-46.15,8.79,-24.18,-35.16,21.98
63.74,-21.98,-46.15,8.79,-24.18,-30.77,17.58
63.74,-21.98,-46.15,8.79,-24.18,-26.37,13.19
63.74,-21.98,-46.15,8.79,-24.18,-21.98,8.79
85.71,-43.96,-46.15,8.79,-24.18,-17.58,10.99
90.11,-48.35,-46.15,8.79,0.0,-35.16,10.99
90.11,-48.35,-46.15,8.79,0.0,-19.78,0.0
90.11,-48.35,-46.15,8.79,0.0,-19.78,0.0
90.11,-48.35,-46.15,8.79,0.0,-13.19,0.0
90.11,-48.35,-46.15,8.79,0.0,-13.19,6.59
72.53,-24.18,-87.91,32.97,-6.59,-24.18,0.0
85.71,-8.79,-76.92,-6.59,-6.59,-19.78,26.37
54.95,0.0,-76.92,-17.58,-6.59,-19.78,30.77
54.95,6.59,-76.92,-21.98,6.59,-32.97,32.97
59.34,0.0,-76.92,-17.58,0.0,-30.77,35.16
59.34,0.0,-70.33,0.0,-24.18,-26.37,30.77
59.34,0.0,-70.33,0.0,-24.18,-21.98,26.37
59.34,0.0,-70.33,0.0,-24.18,-17.58,21.98
59.34,-15.38,-70.33,0.0,-24.18,-13.19,17.58
46.15,-6.59,-85.71,0.0,-24.18,-8.79,13.19
32.97,-8.79,-85.71,0.0,-19.78,0.0,13.19
28.57,-8.79,-85.71,0.0,-13.19,0.0,13.19
28.57,0.0,-90.11,0.0,-10.99,0.0,0.0
28.57,0.0,-90.11,0.0,-10.99,0.0,0.0
-6.59,0.0,-90.11,0.0,-10.99,0.0,0.0
-6.59,0.0,-90.11,0.0,-6.59,0.0,0.0
-15.38,0.0,-90.11,0.0,0.0,0.0,0.0
-32.97,0.0,-74.73,0.0,0.0,0.0,0.0
-39.56,-6.59,-72.53,0.0,-6.59,0.0,0.0
-37.36,-13.19,-65.93,0.0,0.0,-8.79,8.79
-32.97,-24.18,-43.96,-24.18,17.58,-10.99,0.0
-28.57,-32.97,-43.96,-15.38,8.79,-6.59,0.0
-26.37,-37.36,-43.96,-15.38,8.79,-6.59,0.0
-13.19,-52.75,-39.56,-21.98,8.79,-6.59,0.0
-13.19,-59.34,-39.56,0.0,-17.58,0.0,0.0
-17.58,-63.74,-39.56,0.0,-17.58,0.0,0.0
-17.58,-68.13,-39.56,0.0,-13.19,0.0,0.0
-17.58,-72.53,-39.56,0.0,0.0,-10.99,0.0
-17.58,-65.93,-50.55,0.0,0.0,-6.59,0.0
-19.78,-68.13,-46.15,0.0,0.0,0.0,10.99
-24.18,-68.13,-41.76,0.0,0.0,0.0,6.59
-15.38,-46.15,-68.13,8.79,-8.79,0.0,10.99
-10.99,13.19,-127.47,10.99,17.58,-19.78,0.0
